Ratio.M.L.TotProt.R1.LOG2	Ratio.M.L.TotProt.R2.LOG2	Ratio.M.L.TotProt.R3.LOG2	T-test Significant 	Median_Log2.E.M.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
0.575200021266937	0.578999996185303	0.577100038528442	+	0.57710000872612	3.61306436721163E-06	526.091123039264	5.44212431626655	0.000925125099450408	0.577100018660227	Q969T7-2	Isoform 2 of 7-methylguanosine phosphate-specific 5-nucleotidase	NT5C3B
0.639800012111664	0.516799986362457	0.578299999237061	+	0.578299999237061	0.00374865429389541	16.2869068456612	2.42612460897741	0.0174834778131131	0.578299999237061	A0A087WVS8	MOB kinase activator 2	MOB2
0.512499988079071	0.690599977970123	0.578499972820282	+	0.578499972820282	0.00757537863166386	11.4240318669638	2.12059565551971	0.024413791041291	0.593866646289825	Q5QNZ2	ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1
0.32490000128746	0.591899991035461	0.579999983310699		0.579999983310699	0.029139616534402	5.72930485512191	1.53551616767323	0.0543036601182562	0.498933325211207	O94925-3	Isoform 3 of Glutaminase kidney isoform, mitochondrial	GLS
0.587800025939941	0.572899997234344	0.580350041389465	+	0.580350011587143	5.49259006594771E-05	134.925338212877	4.26022282777475	0.00281275527650027	0.58035002152125	Q02218	2-oxoglutarate dehydrogenase, mitochondrial	OGDH
0.632799983024597	0.239399999380112	0.58050000667572		0.58050000667572	0.0591813247344423	3.92587172281307	1.22781531803435	0.091236448094327	0.484233329693476	A8K359	cDNA FLJ76102, highly similar to Homo sapiens excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing) (ERCC3), mRNA	NA
0.462900012731552	0.698300004005432	0.580600023269653	+	0.580600008368492	0.013423440360489	8.54399958068926	1.87213616968361	0.0333896524530245	0.580600013335546	A8K2T5	cDNA FLJ77047, highly similar to Homo sapiens zinc finger protein 217 (ZNF217), mRNA (Fragment)	NA
0.580999970436096	0.645299971103668	0.5310999751091	+	0.580999970436096	0.00316869076244592	17.7225434733391	2.49912014223135	0.0161944764414987	0.585799972216288	Q6FGY1	HPCAL1 protein	HPCAL1
0.584800004959106	0.513100028038025	0.656499981880188	+	0.584800004959106	0.00497339248210645	14.1269685758837	2.30334726648597	0.0196669829342702	0.584800004959106	A8K6D2	cDNA FLJ76620, highly similar to Homo sapiens C2f protein (C2F), mRNA	NA
0.58490002155304	0.72460001707077	0.445199996232986	+	0.584900006651878	0.0184897782235006	7.25179995213104	1.733068305148	0.0403764296546536	0.584900011618932	O75391	Sperm-associated antigen 7	SPAG7
0.0184000004082918	0.585399985313416	0.939899981021881		0.585399985313416	0.19521761290425	1.91743892699339	0.709481011046355	0.239853496862377	0.514566655581196	Q9BY76	Angiopoietin-related protein 4	ANGPTL4
0.588149964809418	0.538299977779388	0.638000011444092	+	0.58814999461174	0.00238603406556103	20.4354128217218	2.62232334555379	0.0145130878380156	0.588149984677633	Q6P1A2-2	Isoform 2 of Lysophospholipid acyltransferase 5	LPCAT3
0.65039998292923	0.509299993515015	0.58899998664856	+	0.58899998664856	0.0048744810885749	14.2706434188328	2.31207161020937	0.0195169801827204	0.582899987697601	A0A024R488	WD repeat and FYVE domain containing 1, isoform CRA_a	WDFY1
0.66839998960495	0.589900016784668	0.470499992370605	+	0.589900016784668	0.00982128032303686	10.0160963534031	2.00783189322697	0.0278408916388476	0.576266666253408	Q9NQX3	Gephyrin	GPHN
0.590200006961823	0.611800014972687	0.568599998950958	+	0.590200006961823	0.00044616697578021	47.3266675721232	3.3505025783086	0.00771397364114626	0.590200006961823	P04350	Tubulin beta-4A chain	TUBB4A
0.592100024223328	0.564300000667572	0.667800009250641	+	0.592100024223328	0.00257671069624109	19.661951368435	2.58893433972708	0.0149377564491406	0.60806667804718	Q6FGS1	TPD52L2 protein	TPD52L2
0.594500005245209	0.632700026035309	0.581799983978271	+	0.594500005245209	0.000642828180813111	39.4224022665685	3.19190509254445	0.00866295556300973	0.603000005086263	O94915	Protein furry homolog-like	FRYL
0.717700004577637	0.551800012588501	0.594500005245209	+	0.594500005245209	0.00634637841085606	12.4928689038944	2.19747403614941	0.0222906747864502	0.621333340803782	V9HW75	Epididymis secretory protein Li 109	HEL-S-109
0.4408999979496	0.748499989509583	0.59469997882843	+	0.594699993729591	0.0215754907524767	6.69733831380605	1.66603931009053	0.0444978211556891	0.594699988762538	Q12770	Sterol regulatory element-binding protein cleavage-activating protein	SCAP
0.731500029563904	0.460200011730194	0.595849990844727	+	0.595850020647049	0.0168408708649721	7.60812710365711	1.77363544016366	0.0381602223464316	0.595850010712942	Q9UBF2-2	Isoform 2 of Coatomer subunit gamma-2	COPG2
0.637399971485138	0.518800020217896	0.596199989318848	+	0.596199989318848	0.00352326699367884	16.8026296926949	2.45305444467772	0.016989312876133	0.584133327007294	G3V325	ATP5J2-PTCD1 readthrough	ATP5J2-PTCD1
0.581799983978271	0.597000002861023	0.627099990844727	+	0.597000002861023	0.000488582485420377	45.224301301853	3.31106210556078	0.00801932983281259	0.601966659228007	F2Z2X4	Exportin-4	XPO4
0.607500016689301	0.586700022220612	0.597100019454956	+	0.597100019454956	0.000101107914480398	99.4430621078465	3.99521484756795	0.00375198282647894	0.597100019454956	Q13045	Protein flightless-1 homolog	FLII
0.596300005912781	0.597149968147278	0.59799998998642	+	0.5971499979496	6.75369041678889E-07	1216.82803059951	6.17045883629269	0.000345856497892655	0.597149988015493	Q7L8W6	Diphthine--ammonia ligase	DPH6
0.456299990415573	0.849799990653992	0.597299993038177		0.597299993038177	0.0313719385405431	5.51213100699771	1.50345864447658	0.057071295653087	0.634466658035914	P01130-3	Isoform 3 of Low-density lipoprotein receptor	LDLR
0.597750008106232	0.589399993419647	0.606100022792816	+	0.597750008106231	6.50386730683303E-05	123.991803981867	4.1868283278842	0.00297146474425001	0.597750008106232	Q6TV06	Breast cancer-associated antigen SGA-56M	SGA56M
0.398200005292892	0.600899994373322	0.597800016403198	+	0.597800016403198	0.015501416021957	7.93814469785423	1.80962862812446	0.0363807293530796	0.532300005356471	A8K874	cDNA FLJ77588, highly similar to Homo sapiens MAK10 homolog, amino-acid N-acetyltransferase subunit, (S. cerevisiae) (MAK10), mRNA	NA
0.626900017261505	0.578400015830994	0.59850001335144	+	0.59850001335144	0.000547054559751908	42.7372363783579	3.26196935772956	0.00824164825502136	0.60126668214798	Q7Z434	Mitochondrial antiviral-signaling protein	MAVS
0.598899960517883	0.664499998092651	0.53329998254776	+	0.598899990320205	0.00397541198667507	15.812882453999	2.40061784281389	0.0179308755681482	0.598899980386098	Q9Y3D3	28S ribosomal protein S16, mitochondrial	MRPS16
0.518400013446808	0.634299993515015	0.599200010299683	+	0.599200010299683	0.00343487541950366	17.0185849611549	2.46408900987559	0.0167205294896606	0.583966672420502	A0A024R8V0	Septin 9, isoform CRA_a	sep.09
0.599300026893616	0.518800020217896	0.683899998664856	+	0.599300026893616	0.00623815723257863	12.6017980790086	2.20494368310242	0.0221536776594748	0.600666681925456	Q96J02-2	Isoform 2 of E3 ubiquitin-protein ligase Itchy homolog	ITCH
0.599550008773804	0.774900019168854	0.424199998378754		0.599550008773804	0.0273485089976548	5.92216147883336	1.56306634581421	0.0520330463417423	0.599550008773804	O95219	Sorting nexin-4	SNX4
0.599699974060059	0.637600004673004	0.561800003051758	+	0.599700003862381	0.00132868749165508	27.4066188330464	2.87657713909141	0.0113707028276662	0.599699993928274	Q9NSE4	Isoleucine--tRNA ligase, mitochondrial	IARS2
0.680999994277954	0.600199997425079	0.596400022506714	+	0.600199997425079	0.00193744011864843	22.6857988469616	2.71277171155364	0.0133355253327814	0.625866671403249	A0A140VJU5	SH3-domain GRB2-like endophilin B1, isoform CRA_a	SH3GLB1
0.600499987602234	0.324299991130829	0.847199976444244		0.600499987602234	0.0595936561062449	3.91096734568956	1.22479996990876	0.0916921633233974	0.590666651725769	Q9Y6Y0	Influenza virus NS1A-binding protein	IVNS1ABP
0.909099996089935	0.600499987602234	0.466100007295609		0.600499987602234	0.0374384099919669	5.02195919994118	1.42668260403589	0.0646617529711428	0.658566663662593	V9HWA0	Aminoacylase 1	HEL-S-5
0.600799977779388	0.644999980926514	0.59960001707077	+	0.600799977779388	0.000589147959547002	41.1809012798845	3.22977562211412	0.00830677652479144	0.615133325258891	Q86WJ1-2	Isoform 2 of Chromodomain-helicase-DNA-binding protein 1-like	CHD1L
0.821699976921082	0.602400004863739	0.405200004577637		0.602400004863739	0.0367823247320289	5.06915564776549	1.43436082578632	0.0638770011626703	0.609766662120819	A0A024R3W4	Geranylgeranyl diphosphate synthase 1, isoform CRA_a	GGPS1
0.641600012779236	0.53030002117157	0.603600025177002	+	0.603600025177002	0.00303217733606993	18.1189617105055	2.51824540270444	0.0157963175360435	0.591833353042603	G3V3G9	Uncharacterized protein	NA
0.504800021648407	0.604499995708466	0.758400022983551	+	0.604499995708466	0.0137492424008307	8.44006760568626	1.86172123130312	0.0337712511190335	0.622566680113474	A0A024R2I5	Coiled-coil-helix-coiled-coil-helix domain containing 4, isoform CRA_a	CHCHD4
0.614700019359589	0.601999998092651	0.606299996376038	+	0.606299996376038	3.76620499061672E-05	162.943017694181	4.42409604547957	0.0025592599373188	0.607666671276093	V9HW26	ATP synthase subunit alpha	HEL-S-123m
0.608000040054321	0.657700002193451	0.558300018310547	+	0.608000010251999	0.00221991419540021	21.188874839244	2.65366382581373	0.0140957766418814	0.608000020186106	Q6FI23	MAP2K3 protein	MAP2K3
0.61065000295639	0.711700022220612	0.509599983692169	+	0.61065000295639	0.00900471066490923	10.4668642169873	2.04553023734706	0.0266011949004579	0.61065000295639	Q6FIE9	TOLLIP protein	TOLLIP
0.958000004291534	0.612399995326996	0.526899993419647		0.612399995326996	0.0337448304517263	5.30497405632226	1.47179274960723	0.0600050540256203	0.699099997679392	V9HW40	Epididymis secretory protein Li 25	HEL-S-25
0.78930002450943	0.612500011920929	0.424899995326996		0.612500011920929	0.0285808465192219	5.78754832512579	1.54392491224677	0.0536124591170698	0.608900010585785	Q5T6V5	Queuosine salvage protein	C9orf64
0.846099972724915	0.613600015640259	0.552900016307831	+	0.613600015640259	0.0172806686891102	7.50816148274145	1.76243945616453	0.0387051414105658	0.670866668224335	Q9H2U2	Inorganic pyrophosphatase 2, mitochondrial	PPA2
0.650600016117096	0.613699972629547	0.556599974632263	+	0.613699972629547	0.00202329742570698	22.1978200493673	2.6939402710365	0.013511105624571	0.606966654459635	V9HW91	Epididymis secretory sperm binding protein Li 8a	HEL-S-8a
0.651400029659271	0.510599970817566	0.61599999666214	+	0.61599999666214	0.00505226116922403	14.0154358946239	2.29651420733869	0.0197875965832536	0.592666665712992	O43617	Trafficking protein particle complex subunit 3	TRAPPC3
0.774200022220612	0.616400003433228	0.458600014448166	+	0.616400018334389	0.0211550245373058	6.76575490017945	1.67458645982456	0.0440027954290505	0.616400013367335	P80217	Interferon-induced 35 kDa protein	IFI35
0.616999983787537	0.688700020313263	0.601199984550476	+	0.616999983787537	0.00178916805900711	23.6097317898419	2.74734886364119	0.0129500441571911	0.635633329550425	Q8WYP5	Protein ELYS	AHCTF1
0.890999972820282	0.618099987506866	0.423700004816055		0.618099987506866	0.0415168282168509	4.75365308661636	1.38177583295845	0.0702299164470596	0.644266655047735	B4DNR3	cDNA FLJ52710, highly similar to Abhydrolase domain-containing protein 14B	NA
0.654600024223328	0.595499992370605	0.619000017642975	+	0.619000017642975	0.000759456317061757	36.2661221637056	3.11949720113583	0.00912952065650915	0.623033344745636	A8K646	cDNA FLJ75699, highly similar to Homo sapiens osteoclast stimulating factor 1 (OSTF1), mRNA	NA
0.619599997997284	0.658200025558472	0.573400020599365	+	0.619599997997284	0.00157427658422798	25.1736526793844	2.80291896419345	0.0122638401741703	0.61706668138504	O75947	ATP synthase subunit d, mitochondrial	ATP5H
0.810400009155273	0.620999991893768	0.390100002288818		0.620999991893768	0.0378046354168957	4.99614010216786	1.42245494588507	0.0651280893256152	0.607166667779287	A0A0J9YWL0	Beta/gamma crystallin domain-containing protein 1	CRYBG1
0.723399996757507	0.523299992084503	0.623349964618683	+	0.623349994421005	0.00847810053995838	10.7913426888652	2.07170142400944	0.025705360696909	0.623349984486898	Q5VZ89-5	Isoform 5 of DENN domain-containing protein 4C	DENND4C
0.624100029468536	0.79040002822876	0.401899993419647		0.624100029468536	0.032853743650107	5.3801749180351	1.48341513588707	0.0589296046334422	0.605466683705648	P78345	Ribonuclease P protein subunit p38	RPP38
0.624900043010712	0.536300003528595	0.713500022888184	+	0.62490001320839	0.00663417061096544	12.216235375584	2.17821337764616	0.0228472435273545	0.624900023142497	A0A140VKE7	Testis tissue sperm-binding protein Li 64n	NA
0.443899989128113	0.666100025177002	0.62610000371933	+	0.62610000371933	0.0136771207617321	8.46275643912174	1.86400531847127	0.0337712511190335	0.578700006008148	O75691	Small subunit processome component 20 homolog	UTP20
-0.232800006866455	0.833700001239777	0.626200020313263		0.626200020313263	0.336860976906323	1.25293907668446	0.472549298709104	0.386006948500277	0.409033338228862	Q6FH59	VEGFC protein	VEGFC
0.57940000295639	0.7189000248909	0.626900017261505	+	0.626900017261505	0.00404671293510126	15.6721139925386	2.39289760241673	0.0180784143247099	0.641733348369598	A0A096LP22	Probable peptidyl-tRNA hydrolase (Fragment)	PTRH1
0.694700002670288	0.627600014209747	0.458400011062622	+	0.627600014209747	0.0137404926383017	8.44281074525934	1.86199769622409	0.0337712511190335	0.593566675980886	A0A0K0K1L8	Epididymis secretory sperm binding protein Li 129m	HEL-S-129m
0.369500011205673	0.628199994564056	0.886900007724762		0.628200009465217	0.0521472423121421	4.20593096648335	1.28276864712669	0.0830625292932799	0.628200004498164	A0A087WXN4	Integrator complex subunit 12	INTS12
0.626299977302551	0.629199981689453	0.632099986076355	+	0.629199981689453	7.08099095305683E-06	375.794719942394	5.14990596048414	0.00125040533346895	0.629199981689453	Q6P9B9	Integrator complex subunit 5	INTS5
0.728200018405914	0.629500031471252	0.530799984931946	+	0.62950000166893	0.00809511796749067	11.0468672883895	2.09177683169402	0.0252450946685619	0.629500011603037	Q9BW60-2	Isoform 2 of Elongation of very long chain fatty acids protein 1	ELOVL1
0.697899997234344	0.305400013923645	0.629599988460541		0.629599988460541	0.0460804264110391	4.495884769915	1.33648351084398	0.0755612755713616	0.544299999872843	D6RAD4	Cyclin-dependent kinase 7	CDK7
0.630400002002716	0.428200006484985	0.832599997520447		0.630400002002716	0.0326243325519306	5.40002401960725	1.48645836462773	0.058641350296559	0.630400002002716	Q9NZQ7-3	Isoform 3 of Programmed cell death 1 ligand 1	CD274
0.631600022315979	0.779500007629395	0.319999992847443		0.631600022315979	0.0509092595985717	4.26096841123123	1.29320321924233	0.081649332389392	0.577033340930939	A0A024R2Q4	Ribosomal protein L15	RPL15
0.633099973201752	0.68529999256134	0.458999991416931	+	0.633099973201752	0.0130729626771244	8.66008339606012	1.88362597871495	0.032833075953676	0.592466652393341	Q8N2F6-4	Isoform 4 of Armadillo repeat-containing protein 10	ARMC10
0.63400000333786	0.746699988842011	0.583599984645844	+	0.63400000333786	0.00537852248914259	13.5803539992857	2.2693370111485	0.0204472398822437	0.654766658941905	Q13509	Tubulin beta-3 chain	TUBB3
0.60290002822876	0.634549975395203	0.66619998216629	+	0.634550005197525	0.000828235859126667	34.7258656785081	3.08184595672217	0.00953122689264015	0.634549995263418	J3KNV5	Integrator complex subunit 8	INTS8
0.634799957275391	0.563399970531464	0.706200003623962	+	0.634799987077713	0.00419049182128344	15.3992377515832	2.3777349891351	0.0184153096235552	0.634799977143606	Q6P087-2	Isoform 2 of Mitochondrial mRNA pseudouridine synthase RPUSD3	RPUSD3
0.6317999958992	0.635599970817566	0.659200012683868	+	0.635599970817566	0.000178055666549916	74.9314432833388	3.74944420052274	0.0050054272591999	0.642199993133545	Q9Y547	Intraflagellar transport protein 25 homolog	HSPB11
0.619700014591217	0.635699987411499	0.802200019359589	+	0.635699987411499	0.0071600309076021	11.754403345948	2.14508510304803	0.0236305407399504	0.685866673787435	Q9BVG4	Protein PBDC1	PBDC1
0.578800022602081	0.636900007724762	0.700600028038025	+	0.636900007724762	0.00301831830462167	18.1607013797614	2.52023496249136	0.0157561753699143	0.638766686121623	Q96EY7	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	PTCD3
0.883800029754639	0.639100015163422	0.394400000572205		0.639100015163422	0.0455531788920217	4.52371733295687	1.34148131081293	0.0750091255103043	0.639100015163422	Q53R49	Uncharacterized protein PDK1 (Fragment)	PDK1
0.639900028705597	0.698099970817566	0.587700009346008	+	0.639900028705597	0.00245835972510341	20.1314656538478	2.60935456766835	0.0146929088186737	0.64190000295639	P53618	Coatomer subunit beta	COPB1
0.374000012874603	0.640100002288818	0.86760002374649		0.640100002288818	0.0480182857345624	4.39746514709529	1.31859334852817	0.0780392387149628	0.627233346303304	O75529	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	TAF5L
0.735400021076202	0.545499980449677	0.640450000762939	+	0.640450000762939	0.00724698493405223	11.6829036725755	2.13984264162327	0.0238507775326254	0.640450000762939	O14939-4	Isoform PLD2B of Phospholipase D2	PLD2
0.797100007534027	0.554700016975403	0.640500009059906	+	0.640500009059906	0.0112262076060198	9.3584239584578	1.94976693108686	0.0299424005686076	0.664100011189779	B2RDE8	cDNA, FLJ96580, highly similar to Homo sapiens hepatoma-derived growth factor (high-mobility group protein 1-like) (HDGF), mRNA	NA
0.408300012350082	0.641799986362457	0.663900017738342	+	0.641799986362457	0.019873171075214	6.98742541979467	1.70173282888532	0.042140997547023	0.571333338816961	Q5TDH0	Protein DDI1 homolog 2	DDI2
0.742900013923645	0.542900025844574	0.642899990081787	+	0.642900019884109	0.0079684992247885	11.1353556499821	2.09862345212492	0.0250347765433799	0.642900009950002	Q8NCE2-2	Isoform 2 of Myotubularin-related protein 14	MTMR14
0.562200009822845	0.724200010299683	0.643200039863586	+	0.643200010061264	0.00524480712368815	13.7537665873551	2.28027049156526	0.0201787082407067	0.643200019995371	P52948-6	Isoform 6 of Nuclear pore complex protein Nup98-Nup96	NUP98
0.560000002384186	0.643350005149841	0.726700007915497	+	0.643350005149842	0.00554841770660458	13.3691044870412	2.25583085100541	0.0206953088675823	0.643350005149841	K9JA46	Epididymis luminal secretory protein 52	EL52
0.611299991607666	0.842499971389771	0.643800020217896	+	0.643800020217896	0.010512880283496	9.67595227946974	1.97827828147151	0.0288049544620561	0.699199994405111	Q53HH3	General transcription factor IIH subunit 4 (Fragment)	NA
0.644600033760071	0.354400008916855	0.934800028800964		0.644600018858909	0.0614035346024733	3.84727754987472	1.21180663516974	0.0936691974866959	0.644600023825963	O14613	Cdc42 effector protein 2	CDC42EP2
0.645099997520447	0.710500001907349	0.575200021266937	+	0.645099997520447	0.0036639562537851	16.4751309703443	2.43604972028566	0.0172931981340269	0.643600006898244	V9HWD9	Epididymis luminal protein 107	HEL107
0.645600020885468	0.768299996852875	0.394199997186661		0.645600020885468	0.031790213835078	5.47396539737737	1.49770655082595	0.0574647670478256	0.602700004975001	Q8TBK5	60S ribosomal protein L6	RPL6
0.687900006771088	0.505900025367737	0.646200001239777	+	0.646200001239777	0.00795967745745316	11.1415990452648	2.09910453052505	0.0250347765433799	0.613333344459534	P52788	Spermine synthase	SMS
1.69340002536774	-0.398900002241135	0.64724999666214		0.647250011563302	0.396056035904907	1.07161486444023	0.402243360435339	0.445074166106318	0.647250006596247	A0A142I7X2	NUP98/PHF23 fusion 2 protein (Fragment)	NA
0.647599995136261	0.579200029373169	0.663800001144409	+	0.647599995136261	0.00168806403509871	24.3083321354599	2.77261108285128	0.0126590232888334	0.63020000855128	Q6FGM6	PPID protein	PPID
0.914099991321564	0.382200002670288	0.648150026798248		0.648149996995926	0.0517993685551707	4.2212022924429	1.28567554681424	0.0826884534801584	0.648150006930033	B1ALI9	Thioredoxin interacting protein (Fragment)	TXNIP
0.542999982833862	0.654299974441528	0.755800008773804	+	0.654299974441528	0.00879235699638688	10.5942131862967	2.05589468671797	0.0263000351409478	0.651033322016398	Q6FI27	GSK3B protein	GSK3B
0.381900012493134	0.7185999751091	0.658999979496002		0.658999979496002	0.0298889691396296	5.65373724579073	1.52448906337665	0.0551970468669824	0.586499989032745	B4E2V5	cDNA FLJ52062, highly similar to Erythrocyte band 7 integral membrane protein	NA
0.659200012683868	0.246800005435944	1.07159996032715		0.659199982881547	0.109455158398539	2.76859341693339	0.960763777276861	0.148011579578171	0.659199992815653	Q9H4H8-2	Isoform 2 of Protein FAM83D	FAM83D
0.239399999380112	0.78710001707077	0.659699976444244		0.659699976444244	0.0768172229787265	3.39674628824385	1.11454139891143	0.111124575483822	0.562066664298375	Q9Y4B6-3	Isoform 3 of DDB1- and CUL4-associated factor 1	DCAF1
0.660700023174286	0.604099988937378	0.756099998950958	+	0.660700023174286	0.00430702862698219	15.1881436552243	2.36582224166709	0.0185502889809044	0.673633337020874	A0A140VK29	Testicular secretory protein Li 29	NA
0.66100001335144	0.72350001335144	0.591000020503998	+	0.66100001335144	0.0033605391812364	17.2067468663204	2.47359103670606	0.0165340926341446	0.658500015735626	J3KMZ7	Integrator complex subunit 2	INTS2
0.238900005817413	0.796299993991852	0.661899983882904		0.661899983882904	0.0779674021779865	3.36840549200119	1.1080869379553	0.112312535781226	0.565699994564056	H7C417	Uncharacterized protein (Fragment)	NA
0.662150025367737	0.632700026035309	0.691600024700165	+	0.662150025367737	0.000658729684819894	38.9432092416753	3.18129276518613	0.00881880506804507	0.662150025367737	Q9HB66	Alternative protein MKKS	MKKS
0.662299990653992	0.507200002670288	0.681900024414063	+	0.662299990653992	0.00792197752480531	11.1683972129514	2.10116639416234	0.0249858635880539	0.617133339246114	Q92879-4	Isoform 4 of CUGBP Elav-like family member 1	CELF1
0.731599986553192	0.662400007247925	0.652199983596802	+	0.662400007247925	0.00133446444042745	27.347113657371	2.87469299439954	0.0113707028276662	0.68206665913264	A0A140VJT8	Testicular tissue protein Li 164	NA
0.83950001001358	0.655900001525879	0.663699984550476	+	0.663699984550476	0.00686552061703075	12.006544057267	2.16332652439818	0.0231316090467001	0.719699998696645	B4DL02	cDNA FLJ56101, highly similar to SHC-transforming protein 1	NA
0.665499985218048	0.509599983692169	0.821399986743927	+	0.665499985218048	0.0178054774426171	7.3937124794874	1.74944637650197	0.0393704015473183	0.665499985218048	C9JKF1	Sterile alpha motif domain-containing protein 9 (Fragment)	SAMD9
0.666050016880035	0.780700027942657	0.551400005817413	+	0.666050016880035	0.00973277481320904	10.0622098412901	2.01176332501067	0.0277435639273699	0.666050016880035	Q8NFF5-4	Isoform 4 of FAD synthase	FLAD1
0.538699984550476	0.666400015354156	0.872399985790253	+	0.666400015354156	0.0191416258998792	7.12369270573303	1.71802117578862	0.0412386479735785	0.692499995231628	A8MZH8	Pituitary tumor-transforming gene 1 protein-interacting protein	PTTG1IP
0.564899981021881	0.768700003623962	0.666800022125244	+	0.666799992322922	0.0076948588923407	11.3339679794328	2.11379935270271	0.0246278810824533	0.666800002257029	Q8IY17-5	Isoform 5 of Neuropathy target esterase	PNPLA6
0.685800015926361	0.535000026226044	0.666800022125244	+	0.666800022125244	0.0056316197913544	13.2691453187633	2.24936667351201	0.0208378070445708	0.629200021425883	O94804	Serine/threonine-protein kinase 10	STK10
0.741299986839294	0.667100012302399	0.521000027656555	+	0.667100012302399	0.00997385171528626	9.93804177554247	2.00113709315182	0.0280440668074739	0.643133342266083	Q70E73	Ras-associated and pleckstrin homology domains-containing protein 1	RAPH1
-0.330300003290176	0.66949999332428	1.66929996013641		0.669499978423117	0.365859983002706	1.15983996749826	0.436685093473822	0.415978898435325	0.669499983390172	Q9Y244	Proteasome maturation protein	POMP
0.82889997959137	0.514699995517731	0.671800017356873	+	0.671799987554551	0.0177447635117543	7.40669490738046	1.75092979671743	0.0392700653964054	0.671799997488658	I3L3X5	Phospholipid scramblase	PLSCR3
0.541899979114532	0.671899974346161	0.814199984073639	+	0.671899974346161	0.0132620013798185	8.59690281560987	1.87739093123876	0.0331614790361529	0.675999979178111	Q9HC36	rRNA methyltransferase 3, mitochondrial	MRM3
0.543200016021729	0.673200011253357	0.738699972629547	+	0.673200011253357	0.00768189269300258	11.3436405092393	2.11453176380749	0.0246054568304378	0.651699999968211	P78344	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2
0.68970000743866	0.665799975395203	0.673399984836578	+	0.673399984836578	0.000108651853780695	95.9281429900797	3.96396285949665	0.00391210945475927	0.67629998922348	A0A024R904	Calcyclin binding protein, isoform CRA_a	CACYBP
0.675149977207184	0.738699972629547	0.611599981784821	+	0.675149977207184	0.00294029263670561	18.4011667582325	2.53160944367772	0.0156035645020337	0.675149977207184	B4DPG7	tRNA-dihydrouridine synthase	NA
0.675999999046326	0.565299987792969	0.874100029468536	+	0.675999999046326	0.0160156146476702	7.80660623928002	1.79545638931568	0.0370275226233375	0.705133338769277	O95425-2	Isoform 2 of Supervillin	SVIL
-0.953499972820282	0.676500022411346	0.678799986839294		0.676500022411346	0.828402608156074	0.246329118976374	0.0817585424367079	0.8491292546772	0.133933345476786	Q13601	KRR1 small subunit processome component homolog	KRR1
0.573899984359741	0.676900029182434	0.715200006961823	+	0.676900029182434	0.00411933494747257	15.532503488607	2.38517289367303	0.0183094487399302	0.655333340167999	B4E0G1	cDNA FLJ56279, highly similar to Casein kinase I isoform delta (EC 2.7.11.1)	NA
0.882499992847443	0.678600013256073	0.16949999332428		0.678600013256073	0.112699873744448	2.72084211898724	0.948076570560003	0.151678332022709	0.576866666475932	D6RDV0	Tumor suppressor candidate 3	TUSC3
0.643700003623962	0.679899990558624	0.823599994182587	+	0.679899990558624	0.00583983423594891	13.0283998020472	2.23359948022007	0.0212958707657765	0.715733329455058	Q9NUQ3	Gamma-taxilin	TXLNG
0.680149972438812	0.636300027370453	0.723999977111816	+	0.680150002241134	0.00138263199948271	26.8655652397509	2.85929338341356	0.0115505035493514	0.680149992307027	P48729-3	Isoform 3 of Casein kinase I isoform alpha	CSNK1A1
0.787800014019012	0.573499977588654	0.680649995803833	+	0.680649995803833	0.0081597063283021	11.0025214604842	2.08832547155193	0.0253094222261763	0.680649995803833	Q9NXA8-4	Isoform 4 of NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5
0.754199981689453	0.686100006103516	0.477100014686584	+	0.686100006103516	0.0165919602555867	7.66644224550549	1.78010230126379	0.0377594635518041	0.639133334159851	Q92614	Unconventional myosin-XVIIIa	MYO18A
0.687200009822845	0.828700006008148	0.414099991321564		0.687200009822845	0.0339608329622977	5.28718471095648	1.46902166630518	0.0601657540956704	0.643333335717519	Q9Y3U8	60S ribosomal protein L36	RPL36
0.822799980640411	0.601700007915497	0.687300026416779	+	0.687300026416779	0.00825732990282765	10.9364800550923	2.08316036393847	0.025431030180342	0.703933338324229	Q9BQP7	Mitochondrial genome maintenance exonuclease 1	MGME1
0.557900011539459	0.688000023365021	0.735599994659424	+	0.688000023365021	0.00640315445741575	12.4368255897337	2.19360602200884	0.022414756626511	0.660500009854635	A0A024R1T1	Ribosomal protein S19 binding protein 1, isoform CRA_a	RPS19BP1
0.580600023269653	0.689800024032593	0.797100007534027	+	0.689800024032593	0.00812417809516742	11.0268496779896	2.09022056484378	0.0252450946685619	0.689166684945424	Q7Z478	ATP-dependent RNA helicase DHX29	DHX29
0.833999991416931	0.648400008678436	0.689899981021881	+	0.689899981021881	0.0059785647508711	12.875003851581	2.22340306280097	0.0216063726794127	0.72409999370575	Q99797	Mitochondrial intermediate peptidase	MIPEP
